Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
2020/3/15,505,12:25:00 AM,Sunday,Dundas West Station,Investigation,8,16,W/B,9225
2020/3/15,506,12:58:00 AM,Sunday,Coxwell and Upper Gerrard,Investigation,14,24,E/B,4595
2020/3/15,301,1:50:00 AM,Sunday,W/B trailer Russell Yard,Mechanical,10,20,W/B,4603
2020/3/15,301,2:51:00 AM,Sunday,NEVILLE LOOP,Mechanical,5,10,W/B,4587
2020/3/15,501,5:33:00 AM,Sunday,Queensway/Glendale,Investigation,17,34,E/B,4476
2020/3/15,505,8:22:00 AM,Sunday,Dundas West Station,Mechanical,6,12,E/B,1036
2020/3/15,501,8:45:00 AM,Sunday,Queen/Connaught,Mechanical,10,20,W/B,4479
2020/3/15,509,9:56:00 AM,Sunday,Bathurst and Fleet,Mechanical,10,19,W/B,4400
2020/3/15,506,10:35:00 AM,Sunday,High Park,Mechanical,10,20,W/B,4539
2020/3/15,505,10:36:00 AM,Sunday,Broadview Station,Emergency Services,6,12,W/B,1260
2020/3/15,510,10:55:00 AM,Sunday,Spadina and King Street,Held By,4,8,N/B,4549
2020/3/15,506,1:55:00 PM,Sunday,Coxwell and Gerrard,Investigation,8,15,w/b,4531
2020/3/15,501,2:28:00 PM,Sunday,Humber Loop,Mechanical,10,19,E/B,4439
2020/3/15,505,4:40:00 PM,Sunday,Broadview Stn,Mechanical,5,10,E/B,8473
2020/3/15,512,5:10:00 PM,Sunday,St. Clair West Station,Held By,30,36,E/B,4590
2020/3/15,505,5:24:00 PM,Sunday,Broadview Stn,Mechanical,5,10,E/B,3171
2020/3/15,506,9:01:00 PM,Sunday,College and McCaul,General Delay,15,12,B/W,4577
2020/3/15,505,9:03:00 PM,Sunday,Broadview and Withrow,General Delay,9,18,E/B,1097
2020/3/15,506,10:54:00 PM,Sunday,College and Bathurst,Utilized Off Route,10,20,W/B,4531
2020/3/15,506,11:11:00 PM,Sunday,Spadina and College,Mechanical,1,2,W/B,4554
2020/3/16,505,5:29:00 AM,Monday,Broadview Station,Mechanical,7,14,W/B,8590
2020/3/16,511,7:04:00 AM,Monday,Front Street,Held By,24,31,N/B,4583
2020/3/16,504,10:20:00 AM,Monday,King and Bay,Investigation,7,14,E/B,4460
2020/3/16,503,10:28:00 AM,Monday,York Street,Investigation,10,20,E/B,8511
2020/3/16,506,10:57:00 AM,Monday,Carlton and Jarvis,Diversion,50,58,W/B,4601
2020/3/16,505,12:56:00 PM,Monday,Braodview Station,Mechanical,4,8,W/B,1024
2020/3/16,512,1:51:00 PM,Monday,St Clair Station.,Investigation,5,11,W/B,4449
2020/3/16,504,2:49:00 PM,Monday,Queen and Bathurst,Investigation,8,16,W/B,4602
2020/3/16,503,3:21:00 PM,Monday,King / York,Emergency Services,21,29,W/B,8566
2020/3/16,504,3:42:00 PM,Monday,Broadview and Queen,Held By,6,12,W/B,4549
2020/3/16,506,4:23:00 PM,Monday,Lansdown Loop,Investigation,9,18,E/B,4534
2020/3/16,501,4:50:00 PM,Monday,Spadina and King,Investigation,7,14,E/B,4576
2020/3/16,508,6:52:00 PM,Monday,Long Branch,Investigation,20,40,E/B,4439
2020/3/16,510,7:28:00 PM,Monday,Spadina Station,Emergency Services,5,10,S/B,4482
2020/3/16,512,7:45:00 PM,Monday,Wycchwood,Mechanical,6,12,W/B,4456
2020/3/16,510,7:53:00 PM,Monday,Spadina Station,Held By,5,10,S/B,
2020/3/16,512,7:57:00 PM,Monday,St. Clair and Oakwood,Mechanical,6,12,W/B,4542
2020/3/16,510,8:36:00 PM,Monday,Charlotte Loop,Emergency Services,10,20,S/B,4502
2020/3/16,509,8:55:00 PM,Monday,CNE Loop,Mechanical,9,18,E/B,4447
2020/3/16,501,9:46:00 PM,Monday,HUMBER LOOP,Mechanical,8,16,E/B,4602
2020/3/16,510,11:29:00 PM,Monday,College and Spadina,Emergency Services,29,39,W/B,4482
2020/3/17,510,12:02:00 AM,Tuesday,SPADINA STATION,Investigation,9,18,N/B,4549
2020/3/17,504,12:16:00 AM,Tuesday,king and church,Mechanical,10,20,S/B,4520
2020/3/17,504,12:53:00 AM,Tuesday,DUNDAS WEST STATION,Mechanical,10,20,S/B,4592
2020/3/17,504,12:59:00 AM,Tuesday,KING AND BATHURST,Investigation,10,20,W/B,8952
2020/3/17,504,1:00:00 AM,Tuesday,DUNDAS WEST STATION,Emergency Services,10,20,S/B,4594
2020/3/17,504,3:28:00 AM,Tuesday,Broadview Stn,Mechanical,7,14,W/B,4580
2020/3/17,301,3:57:00 AM,Tuesday,CONNAUGHT AND QUEEN,Emergency Services,1,1,E/B,4504
2020/3/17,512,5:14:00 AM,Tuesday,St Clair/bathurst,Held By,6,13,W/B,4506
2020/3/17,501,8:33:00 AM,Tuesday,Queensway & Glendale,Mechanical,6,13,E/B,4522
2020/3/17,511,10:39:00 AM,Tuesday,CNE,Mechanical,7,14,S/B,4529
2020/3/17,501,10:51:00 AM,Tuesday,Queen & Ontario,Held By,10,18,W/B,4559
2020/3/17,503,11:40:00 AM,Tuesday,York Street,Mechanical,10,20,E/B,8956
2020/3/17,501,12:09:00 PM,Tuesday,Humberloop,Emergency Services,8,16,eb,4441
2020/3/17,506,12:56:00 PM,Tuesday,Coxwell & Boulteon,Held By,12,24,W/B,4498
2020/3/17,501,2:48:00 PM,Tuesday,Queen and Brock,Investigation,10,20,W/B,3289
2020/3/17,504,4:08:00 PM,Tuesday,Dundas West Station,Mechanical,7,14,E/B,4562
2020/3/17,506,4:40:00 PM,Tuesday,College and lansdown,Investigation,9,18,W/B,4498
2020/3/17,506,5:31:00 PM,Tuesday,Carlton and Yonge,Mechanical,9,18,W/B,4567
2020/3/17,32,7:41:00 PM,Tuesday,Eglington and Renforth,Mechanical,5,10,W/B,1378
2020/3/17,96,7:55:00 PM,Tuesday,Yorkmills Station,Mechanical,10,20,W/B,3249
2020/3/17,10,8:57:00 PM,Tuesday,KING AND RONCESVALLES,Investigation,1,1,W/B,4419
2020/3/18,304,4:21:00 AM,Wednesday,Broadview  Station,Investigation,15,20,W/B,4566
2020/3/18,511,6:00:00 AM,Wednesday,Fleet Loop,Emergency Services,8,16,E/B,4587
2020/3/18,512,9:21:00 AM,Wednesday,SCW stn,Investigation,4,8,W/B,4599
2020/3/18,504,2:51:00 PM,Wednesday,Queen & Broadview,Late Leaving Garage,30,14,W/B,4434
2020/3/18,506,3:26:00 PM,Wednesday,Carlton and Church,Mechanical,9,18,E/B,4548
2020/3/18,511,5:16:00 PM,Wednesday,St Clair and Yonge,Investigation,4,8,W/B,4517
2020/3/18,501,7:48:00 PM,Wednesday,Roncesvalles and Queen.,Mechanical,1,2,W/B,4509
2020/3/18,501,8:19:00 PM,Wednesday,Queen and Spadina,Investigation,8,16,W/B,4518
2020/3/18,506,10:10:00 PM,Wednesday,Lansdowne Loop,Emergency Services,1,1,E/B,4467
2020/3/19,505,1:26:00 AM,Thursday,Broadview Station,Investigation,1,1,E/B,8584
2020/3/19,504,4:27:00 AM,Thursday,Broadview and Queen,Mechanical,14,27,W/B,4484
2020/3/19,512,4:29:00 AM,Thursday,Bathurst and St Claire,Late Leaving Garage,5,11,W/B,4443
2020/3/19,511,4:29:00 AM,Thursday,Bathurst and King,Late Leaving Garage,6,6,N/B,4599
2020/3/19,511,4:35:00 AM,Thursday,Bathurst and King,Late Leaving Garage,0,0,N/B,4568
2020/3/19,511,4:36:00 AM,Thursday,King and Bathurst,Late Leaving Garage,0,0,S/B,4454
2020/3/19,512,4:36:00 AM,Thursday,Bathurst and St.Clair,Late Leaving Garage,0,0,W/B,4470
2020/3/19,512,5:53:00 AM,Thursday,Bathurst and Dupont,Held By,5,11,N/B,4449
2020/3/19,512,6:06:00 AM,Thursday,Bathurst and St.Clair,Late Leaving Garage,0,0,E/B,4944
2020/3/19,505,6:12:00 AM,Thursday,Gladstone,Emergency Services,4,8,W/B,3173
2020/3/19,503,6:19:00 AM,Thursday,Bingham Loop,Mechanical,9,18,W/B,8561
2020/3/19,504,6:54:00 AM,Thursday,Broadview and Queen Street,Late Leaving Garage,4,8,W/B,4602
2020/3/19,504,7:09:00 AM,Thursday,Broadview and Queen Street,Late Leaving Garage,5,10,N/B,4490
2020/3/19,504,7:20:00 AM,Thursday,Broadview and Queen,Late Leaving Garage,5,12,N/B,
2020/3/19,512,9:49:00 AM,Thursday,St. Clair and Younge Street,Emergency Services,28,32,W/B,4599
2020/3/19,506,3:15:00 PM,Thursday,Gerrard asnd Greenwood,Mechanical,8,16,E/B,4479
2020/3/19,506,3:32:00 PM,Thursday,Gerrard and Branton,Investigation,8,16,E/B,4591
2020/3/19,503,3:43:00 PM,Thursday,Bingham Loop,Utilized Off Route,10,20,W/B,8546
2020/3/19,503,3:43:00 PM,Thursday,Bingham Loop,Utilized Off Route,10,20,W/B,9211
2020/3/19,511,3:46:00 PM,Thursday,Bathurst / Lennox,Emergency Services,5,13,B/W,4598
2020/3/19,505,4:02:00 PM,Thursday,Dundas West Station,Mechanical,4,8,E/B,1089
2020/3/19,510,4:19:00 PM,Thursday,College and Spadina,Mechanical,10,20,N/B,4483
2020/3/19,504,6:23:00 PM,Thursday,Distillary Loop,Mechanical,6,12,W/B,4558
2020/3/19,505,7:17:00 PM,Thursday,Dundas / Beverly,Held By,5,10,W/B,8519
2020/3/19,501,7:54:00 PM,Thursday,Queen and Spadina,Mechanical,10,20,E/B,4560
2020/3/19,512,7:58:00 PM,Thursday,St Clair Station,Mechanical,7,14,W/B,4482
2020/3/19,506,8:52:00 PM,Thursday,Gerrard and Jones,Mechanical,9,18,W/B,4439
2020/3/19,511,9:07:00 PM,Thursday,Bathurst Station,Investigation,8,15,S/B,4579
2020/3/19,504,9:21:00 PM,Thursday,BROADVIEW AND MONTCREST,Held By,57,67,S/B,4452
2020/3/19,510,11:45:00 PM,Thursday,SPADINA STATION,Emergency Services,9,18,S/B,4539
2020/3/20,504,1:15:00 AM,Friday,Dufferin Loop,Mechanical,10,20,E/B,4487
2020/3/20,304,1:40:00 AM,Friday,KING AND SPENCER,Investigation,10,20,W/B,4462
2020/3/20,504,1:48:00 AM,Friday,king and strachan,Mechanical,10,20,E/B,4540
2020/3/20,501,2:14:00 AM,Friday,Queen and Roncesvalles,Investigation,4,11,E/B,4477
2020/3/20,304,2:28:00 AM,Friday,KING AND SPADINA,Mechanical,15,30,E/B,4436
2020/3/20,310,2:44:00 AM,Friday,QUEENSQUAY AND REES,Held By,15,30,W/B,4589
2020/3/20,301,3:24:00 AM,Friday,Roncesvalles South Gate,Investigation,10,20,W/B,4502
2020/3/20,301,3:53:00 AM,Friday,Russell Yard (E/B Trailer Track Russell Yard),Emergency Services,1,1,E/B,4441
2020/3/20,501,3:57:00 AM,Friday,Queen and Connaught,Late Leaving Garage,6,36,E/B,4481
2020/3/20,504,5:45:00 AM,Friday,Roncy and Queen,Held By,11,18,E/B,4466
2020/3/20,504,5:45:00 AM,Friday,Roncesvalles Ave. and Queen,Held By,8,8,E/B,4466
2020/3/20,504,5:46:00 AM,Friday,Roncesvalles and Queen,Held By,9,9,E/B,4452
2020/3/20,501,5:46:00 AM,Friday,Roncy & Queen,Investigation,7,15,W/B,4594
2020/3/20,504,5:52:00 AM,Friday,Roncesvalles and Queen,Held By,5,0,E/B,4571
2020/3/20,501,6:13:00 AM,Friday,Queen and Connaught,Late Leaving Garage,9,15,E/B,4590
2020/3/20,510,7:44:00 AM,Friday,Spadina and King,Mechanical,4,8,N/B,4431
2020/3/20,509,7:52:00 AM,Friday,Queensquay and Rees Street,Held By,5,10,W/B,4484
2020/3/20,504,10:15:00 AM,Friday,Leslie and Queen,Investigation,0,0,E/B,4447
2020/3/20,512,10:44:00 AM,Friday,St. Clair and Keele,Held By,6,10,E/B,4577
2020/3/20,512,10:51:00 AM,Friday,St. Clair and Lansdowne,Investigation,4,8,W/B,4500
2020/3/20,512,11:42:00 AM,Friday,St. Clair and Spadina Road,Held By,39,44,B/W,4544
2020/3/20,504,11:51:00 AM,Friday,Dundas west station,Mechanical,7,14,E/B,4592
2020/3/20,504,11:51:00 AM,Friday,Dundas West Station,Mechanical,7,14,E/B,4592
2020/3/20,505,11:57:00 AM,Friday,Bathurst Street,Utilized Off Route,4,8,W/B,8466
2020/3/20,505,12:46:00 PM,Friday,Jarvis Street,Emergency Services,4,8,E/B,8478
2020/3/20,505,1:45:00 PM,Friday,Broadview Station,Mechanical,4,8,E/B,8465
2020/3/20,504,2:25:00 PM,Friday,Springhurst loop,Mechanical,7,14,N/B,4554
2020/3/20,505,2:28:00 PM,Friday,Broadview Station,Emergency Services,4,8,N/B,1081
2020/3/20,508,3:12:00 PM,Friday,Roncesvalles,General Delay,1,1,E/B,
2020/3/20,505,3:12:00 PM,Friday,Dundas West Station,Mechanical,4,8,E/B,1035
2020/3/20,508,3:32:00 PM,Friday,Roncesvalles,General Delay,1,1,E/B,
2020/3/20,504,3:50:00 PM,Friday,King and Elm grove,Investigation,7,14,W/B,4453
2020/3/20,508,3:52:00 PM,Friday,Roncesvalles,General Delay,1,1,E/B,
2020/3/20,501,4:01:00 PM,Friday,Lakeshore and Superior,Mechanical,10,20,W/B,4438
2020/3/20,508,4:12:00 PM,Friday,Roncesvalles,General Delay,1,1,E/B,
2020/3/20,508,4:32:00 PM,Friday,Roncesvalles,General Delay,1,1,E/B,
2020/3/20,511,4:36:00 PM,Friday,Bathurst Station,Emergency Services,8,16,N/B,4555
2020/3/20,503,5:53:00 PM,Friday,Queen and Empire,Mechanical,10,20,E/B,8543
2020/3/20,510,6:03:00 PM,Friday,Queens Quay and Spadina,Mechanical,5,10,N/B,4574
2020/3/20,505,6:32:00 PM,Friday,Broadview station,Investigation,5,10,W/B,1113
2020/3/20,511,8:19:00 PM,Friday,Exhibition Loop,Mechanical,9,18,N/B,4580
2020/3/20,510,9:32:00 PM,Friday,Spadina Station,Emergency Services,19,29,S/B,4574
2020/3/20,512,11:22:00 PM,Friday,ST.CLAIR STATION,Mechanical,5,10,W/B,4555
2020/3/20,506,11:55:00 PM,Friday,College and Dundas,Investigation,43,52,W/B,4549
2020/3/21,501,12:23:00 AM,Saturday,Neville Park,Emergency Services,20,30,E/B,4438
2020/3/21,301,4:24:00 AM,Saturday,Connaught Ave and Queen St E,Investigation,10,20,W/B,4525
2020/3/21,501,6:17:00 AM,Saturday,Humber Loop,Investigation,9,26,E/B,4529
2020/3/21,505,7:14:00 AM,Saturday,Dundas West Station,Mechanical,10,20,E/B,1061
2020/3/21,512,8:10:00 AM,Saturday,St Clair and Bathurst,Mechanical,7,12,W/B,4484
2020/3/21,510,8:20:00 AM,Saturday,Spadina and King,Held By,6,8,N/B,4402
2020/3/21,510,8:40:00 AM,Saturday,Spadina and King,Mechanical,4,8,W/B,4427
2020/3/21,512,8:44:00 AM,Saturday,St Clair and Bathurst,Held By,5,14,W/B,4585
2020/3/21,509,8:44:00 AM,Saturday,Bathurst and Fleet,Held By,8,16,W/B,4400
2020/3/21,511,8:54:00 AM,Saturday,Bathurst and King,Held By,7,12,N/B,4432
2020/3/21,512,9:16:00 AM,Saturday,Bathurst and St. Clair,Late Leaving Garage,6,12,W/B,4484
2020/3/21,509,9:31:00 AM,Saturday,Bathurt and Fleet,Late Leaving Garage,8,16,W/B,4400
2020/3/21,501,9:33:00 AM,Saturday,Queen/Roncesvalles,Investigation,9,17,E/B,4502
2020/3/21,512,9:47:00 AM,Saturday,Bathurst and St. Clair,Late Leaving Garage,6,11,W/B,4585
2020/3/21,501,10:54:00 AM,Saturday,Queen/Sherbourne,Investigation,18,24,E/B,4441
2020/3/21,504,3:59:00 PM,Saturday,Dundas West Sation,Emergency Services,6,13,S/B,4442
2020/3/21,504,6:00:00 PM,Saturday,Distillery Loop,Mechanical,7,13,N/B,4584
2020/3/21,506,6:56:00 PM,Saturday,Gerrard and Marjory,Emergency Services,21,30,W/B,4527
2020/3/21,505,6:57:00 PM,Saturday,Boadview and Dundas,Mechanical,4,8,W/B,9230
2020/3/21,506,9:00:00 PM,Saturday,College and Spadina,Utilized Off Route,9,18,E/B,4491
2020/3/21,509,9:00:00 PM,Saturday,Exhibition Loop,Mechanical,1,2,E/B,4415
2020/3/21,510,9:09:00 PM,Saturday,Spadina and College,Investigation,10,20,S/B,4431
2020/3/21,501,9:48:00 PM,Saturday,Queensway and Windmere,Investigation,8,15,W/B,4502
2020/3/21,506,10:04:00 PM,Saturday,Howard Park and Parkside,Emergency Services,23,33,W/B,4582
2020/3/21,41,10:26:00 PM,Saturday,EGLINGTON AND KEELE,Utilized Off Route,15,30,S/B,1090
2020/3/21,501,11:53:00 PM,Saturday,Queensway and Parkside,Held By,43,53,W/B,4537
2020/3/22,501,12:23:00 AM,Sunday,Neville Park,Emergency Services,20,30,E/B,4438
2020/3/22,504,12:44:00 AM,Sunday,King and Victoria,Held By,15,25,W/B,4567
2020/3/22,301,1:24:00 AM,Sunday,Sunnyside Loop,Mechanical,7,14,W/B,4441
2020/3/22,301,1:24:00 AM,Sunday,Queen and Bay,Mechanical,7,14,W/B,4441
2020/3/22,306,3:13:00 AM,Sunday,College and Yonge,Mechanical,15,30,E/B,4487
2020/3/22,506,4:53:00 AM,Sunday,Queen St E at Connaught,Mechanical,7,1,E/B,4428
2020/3/22,510,8:42:00 AM,Sunday,King and Spadina,Late Leaving Garage,7,15,N/B,4599
2020/3/22,501,9:35:00 AM,Sunday,Neville loop,Mechanical,15,25,W/B,4534
2020/3/22,501,11:31:00 AM,Sunday,Queen/Sackville,Investigation,43,52,B/W,4540
2020/3/22,512,2:38:00 PM,Sunday,St. Clair and Silverthorne,Held By,9,15,E/B,4581
2020/3/22,509,3:05:00 PM,Sunday,Exhibition loop,Held By,7,14,E/B,4422
2020/3/22,505,3:48:00 PM,Sunday,Dundas West Station,Mechanical,5,10,E/B,8497
2020/3/22,510,4:21:00 PM,Sunday,Spadina Station,Emergency Services,4,8,N/B,4599
2020/3/22,506,4:30:00 PM,Sunday,College and Bathurst,Utilized Off Route,8,16,W/B,4575
2020/3/22,504,4:36:00 PM,Sunday,Dundas West Station,Mechanical,8,17,W/B,4438
2020/3/22,510,5:45:00 PM,Sunday,Spadina and King,Mechanical,4,8,N/B,4410
2020/3/22,505,6:00:00 PM,Sunday,Dundas and Dufferin,Mechanical,5,10,E/B,3731
2020/3/22,505,6:03:00 PM,Sunday,Dundas West Station,Mechanical,5,10,W/B,3727
2020/3/22,506,7:54:00 PM,Sunday,Carlton and Sherbourne,Mechanical,10,20,W/B,4595
2020/3/22,506,8:52:00 PM,Sunday,Gerrard and Broadview,Investigation,36,46,E/B,4529
2020/3/22,501,9:50:00 PM,Sunday,QUEEN AND SPADINA,Mechanical,10,20,W/B,4464
2020/3/22,510,10:24:00 PM,Sunday,Spadina and King,Mechanical,10,20,S/B,4593
2020/3/22,501,11:53:00 PM,Sunday,Queensway and Parkside,Held By,43,53,W/B,4537
2020/3/23,301,2:30:00 AM,Monday,long branch loop,Emergency Services,3,13,E/B,4561
2020/3/23,306,2:45:00 AM,Monday,KING AND STRACHAN,Held By,20,40,E/B,4531
2020/3/23,512,5:05:00 AM,Monday,Bathurst and St Claire,Late Leaving Garage,5,9,W/B,
2020/3/23,512,5:05:00 AM,Monday,Bathurst and St Claire,Late Leaving Garage,5,9,E/B,
2020/3/23,509,5:06:00 AM,Monday,Bathurst and Fleet,Late Leaving Garage,7,13,W/B,
2020/3/23,510,5:14:00 AM,Monday,King and Spadina,Late Leaving Garage,6,13,S/B,
2020/3/23,505,5:46:00 AM,Monday,Sherbourne Street,Mechanical,4,8,W/B,8962
2020/3/23,506,5:55:00 AM,Monday,Coxwell & Gerrard,Late Leaving Garage,7,15,E/B,595
2020/3/23,506,6:01:00 AM,Monday,Coxwell and Gerrard,Late Leaving Garage,8,16,E/B,
2020/3/23,511,6:34:00 AM,Monday,Bathurst and King,Late Leaving Garage,8,15,S/B,
2020/3/23,510,6:37:00 AM,Monday,King and Spadina,Late Leaving Garage,9,18,N/B,4572
2020/3/23,504,7:01:00 AM,Monday,Queen and Broadview,Late Leaving Garage,5,10,N/B,
2020/3/23,501,7:03:00 AM,Monday,Woodfield & Queen,Late Leaving Garage,8,16,E/B,4576
2020/3/23,506,11:40:00 AM,Monday,Main Station,Mechanical,8,16,W/B,4595
2020/3/23,501,11:50:00 AM,Monday,Lakeshore & 37th,Held By,55,65,B/W,4586
2020/3/23,505,3:09:00 PM,Monday,Dundas and river,Mechanical,4,8,W/B,3167
2020/3/23,501,3:41:00 PM,Monday,Spadina and Queen,Mechanical,7,15,E/B,4440
2020/3/23,501,3:50:00 PM,Monday,Connaught and Queen,Mechanical,12,19,E/B,4551
2020/3/23,501,4:09:00 PM,Monday,Humber Loop,Mechanical,7,14,E/B,4591
2020/3/23,504,5:16:00 PM,Monday,King and Spadina,Mechanical,1,1,E/B,4594
2020/3/23,504,5:48:00 PM,Monday,Distillery Loop,Mechanical,1,1,E/B,4594
2020/3/23,505,6:02:00 PM,Monday,Broadview station,Mechanical,4,8,W/B,1017
2020/3/23,511,6:06:00 PM,Monday,Fleet loop,Investigation,8,16,N/B,4577
2020/3/23,504,6:09:00 PM,Monday,King and Wilson Park,Emergency Services,1,1,E/B,4513
2020/3/23,501,8:33:00 PM,Monday,QUEEN AND JONES,Investigation,8,16,E/B,4591
2020/3/23,509,9:03:00 PM,Monday,CNE Loop,Mechanical,9,18,E/B,4593
2020/3/23,505,9:28:00 PM,Monday,DUNDAS WEST STATION,Mechanical,6,12,E/B,1411
2020/3/23,501,10:50:00 PM,Monday,GREENWOOD AND QUEEN,Investigation,5,10,W/B,4446
2020/3/24,505,12:46:00 AM,Tuesday,DUNDAS AND OSSINGTON,Investigation,8,16,W/B,8495
2020/3/24,501,7:35:00 AM,Tuesday,Queen &Jarvis,Mechanical,26,39,E/B,4584
2020/3/24,504,12:06:00 PM,Tuesday,Dundas West Station,Investigation,7,14,E/B,4443
2020/3/24,501,12:53:00 PM,Tuesday,Queen and Broadview,Held By,18,26,W/B,4492
2020/3/24,504,12:54:00 PM,Tuesday,Broadview at Queen Street East,Mechanical,16,23,W/B,4493
2020/3/24,505,1:10:00 PM,Tuesday,Dundas West Station,Mechanical,4,8,E/B,1267
2020/3/24,505,3:37:00 PM,Tuesday,Dundas and Bloor,Investigation,4,8,E/B,1266
2020/3/24,501,5:05:00 PM,Tuesday,Queena and Sherbourne,Investigation,8,16,W/B,4526
2020/3/24,505,5:18:00 PM,Tuesday,Dundas West Station,Mechanical,4,8,E/B,1083
2020/3/24,512,5:52:00 PM,Tuesday,Gunns Loop,Mechanical,6,12,E/B,4515
2020/3/24,505,7:39:00 PM,Tuesday,Broadview Station,Investigation,4,8,W/B,1325
2020/3/24,506,7:50:00 PM,Tuesday,College and Euclid,Mechanical,9,18,W/B,4553
2020/3/24,505,8:22:00 PM,Tuesday,Dundas and Sherbourne,Mechanical,4,8,W/B,8597
2020/3/24,509,10:04:00 PM,Tuesday,CNE Loop,Mechanical,9,18,E/B,4570
2020/3/24,504,10:12:00 PM,Tuesday,DUFFERIN LOOP,Mechanical,9,16,N/B,4594
2020/3/25,510,12:28:00 AM,Wednesday,king and spadina,Investigation,9,18,N/B,4600
2020/3/25,511,1:10:00 AM,Wednesday,CNE Loop,Mechanical,6,12,E/B,4525
2020/3/25,301,2:11:00 AM,Wednesday,North Gate Roncesvalles Yard,Investigation,10,20,W/B,4534
2020/3/25,301,2:26:00 AM,Wednesday,Queen and Connaught,Investigation,1,1,W/B,4590
2020/3/25,501,5:50:00 AM,Wednesday,Queen & Duncan,Held By,13,25,E/B,4529
2020/3/25,501,6:11:00 AM,Wednesday,Neville Loop,Mechanical,8,16,W/B,4429
2020/3/25,510,7:04:00 AM,Wednesday,Spadina/Queens Quay,Mechanical,15,33,S/B,4412
2020/3/25,509,7:16:00 AM,Wednesday,Union stn,Utilized Off Route,7,15,W/B,4453
2020/3/25,501,8:30:00 AM,Wednesday,Humber Loop,Mechanical,10,20,W/B,4413
2020/3/25,501,8:53:00 AM,Wednesday,Humber Loop,Mechanical,10,20,W/B,4486
2020/3/25,501,9:35:00 AM,Wednesday,Humber Loop,Mechanical,10,20,W/B,4538
2020/3/25,512,9:35:00 AM,Wednesday,St clair/Earlscourt,Mechanical,7,11,W/B,4439
2020/3/25,505,10:12:00 AM,Wednesday,University Ave,Mechanical,4,8,W/B,8566
2020/3/25,506,11:00:00 AM,Wednesday,College Lansdowne,Mechanical,1,1,E/B,4554
2020/3/25,501,1:33:00 PM,Wednesday,Humber Loop,Investigation,8,15,E/B,4455
2020/3/25,501,2:39:00 PM,Wednesday,Scarboro Road and Queen,Investigation,8,15,W/B,4463
2020/3/25,505,2:56:00 PM,Wednesday,DUNDAS AND YONGE,Investigation,4,8,E/B,8597
2020/3/25,510,3:16:00 PM,Wednesday,Spadina Station,Mechanical,4,8,S/B,4570
2020/3/25,506,4:38:00 PM,Wednesday,Main STN,Mechanical,9,18,W/B,4525
2020/3/25,501,6:29:00 PM,Wednesday,Humber Loop,Investigation,7,15,E/B,4496
2020/3/25,501,7:31:00 PM,Wednesday,Peter and Queen,Investigation,7,15,E/B,4504
2020/3/25,501,10:04:00 PM,Wednesday,Queen and Jarvis,Mechanical,5,10,E/B,4441
2020/3/25,501,10:55:00 PM,Wednesday,Queen and Glen Manor,Emergency Services,15,22,W/B,4492
2020/3/26,505,8:49:00 AM,Thursday,DWS,Mechanical,4,8,E/B,1071
2020/3/26,505,9:05:00 AM,Thursday,DWS,Mechanical,4,8,E/B,1025
2020/3/26,505,9:14:00 AM,Thursday,Broatview Station,Mechanical,4,4,W/B,8403
2020/3/26,505,9:19:00 AM,Thursday,Broadview Station,Mechanical,4,8,W/B,8551
2020/3/26,505,9:20:00 AM,Thursday,DWS,Mechanical,4,8,E/B,1070
2020/3/26,505,9:32:00 AM,Thursday,Broadview Station,Mechanical,4,8,W/B,8963
2020/3/26,505,9:40:00 AM,Thursday,Broadview Station,Mechanical,4,8,W/B,9202
2020/3/26,505,10:45:00 AM,Thursday,DWS,Mechanical,4,8,E/B,1575
2020/3/26,511,10:56:00 AM,Thursday,Dundas Street,Mechanical,7,14,S/B,4510
2020/3/26,509,12:08:00 PM,Thursday,Fleet and Fort York,Emergency Services,6,12,E/B,4538
2020/3/26,512,12:52:00 PM,Thursday,St Clair and Dufferin,Mechanical,4,8,E/B,4511
2020/3/26,505,1:38:00 PM,Thursday,Dundas and Jarvis,Investigation,4,8,W/B,1348
2020/3/26,506,1:43:00 PM,Thursday,Main station,Emergency Services,8,16,W/B,4463
2020/3/26,504,2:04:00 PM,Thursday,Dufferin Loop`,Emergency Services,29,36,E/B,4428
2020/3/26,505,3:31:00 PM,Thursday,Dundas West Station,Mechanical,4,8,W/B,1109
2020/3/26,501,4:03:00 PM,Thursday,Humber Loop,Mechanical,10,20,W/B,4547
2020/3/26,505,4:14:00 PM,Thursday,Broadview Station,Mechanical,4,8,W/B,8544
2020/3/26,505,5:12:00 PM,Thursday,Broadview Station,Mechanical,4,8,W/B,3152
2020/3/26,505,6:32:00 PM,Thursday,Broadview Station,Mechanical,4,8,W/B,1071
2020/3/26,505,7:59:00 PM,Thursday,Dundas and Bathurst,Mechanical,5,10,W/B,8488
2020/3/26,506,8:10:00 PM,Thursday,College and Lansdown,Investigation,9,18,E/B,4534
2020/3/26,512,8:17:00 PM,Thursday,Gunns Loop,Emergency Services,23,31,E/B,4465
2020/3/26,510,8:37:00 PM,Thursday,SPADINA AND COLLEGE,Mechanical,5,10,S/B,4581
2020/3/26,505,8:40:00 PM,Thursday,Broadview Station,Mechanical,5,10,W/B,8963
2020/3/26,506,8:47:00 PM,Thursday,HIPK Loop,Mechanical,9,18,E/B,4592
