Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
2020/2/5,506,9:42:00 PM,Wednesday,Main Station,Mechanical,1,2,W/B,4557
2020/2/5,504,10:25:00 PM,Wednesday,King and Shaw,General Delay,27,37,W/B,4441
2020/2/6,306,1:01:00 AM,Thursday,Main street station,Investigation,9,18,W/B,4502
2020/2/6,512,1:27:00 AM,Thursday,Old Weston and St Clair,Held By,41,48,E/B,4446
2020/2/6,505,7:03:00 AM,Thursday,Dundas West Station,Mechanical,4,8,E/B,1082
2020/2/6,505,7:07:00 AM,Thursday,Yonge and Dundas,Emergency Services,4,8,W/B,1411
2020/2/6,504,8:03:00 AM,Thursday,Dundas West Station,Mechanical,5,10,E/B,4522
2020/2/6,505,12:56:00 PM,Thursday,Dunds and Bay,Mechanical,4,8,E/B,8539
2020/2/6,505,2:45:00 PM,Thursday,Dundas and Jarvis,Emergency Services,5,10,E/B,1111
2020/2/6,505,3:15:00 PM,Thursday,Broadview station,Mechanical,5,10,W/B,1111
2020/2/6,503,4:48:00 PM,Thursday,Bingham loop,Mechanical,10,20,W/B,3163
2020/2/6,505,4:57:00 PM,Thursday,Broadview station,Emergency Services,5,10,W/B,8503
2020/2/6,501,6:50:00 PM,Thursday,Queen/Duncan,Investigation,7,14,E/B,4561
2020/2/6,501,6:56:00 PM,Thursday,Queensway/Roncesvalles,Investigation,7,13,W/B,4565
2020/2/6,505,8:22:00 PM,Thursday,Dundas and Bay,Investigation,5,10,E/B,3134
2020/2/6,506,11:10:00 PM,Thursday,College and Dovercourt,Held By,25,32,W/B,4482
2020/2/6,501,11:27:00 PM,Thursday,Close and Queen St W.,Investigation,8,18,E/B,4429
2020/2/6,506,11:31:00 PM,Thursday,High Park Loop,Mechanical,9,18,E/B,4506
2020/2/6,506,11:52:00 PM,Thursday,College and Lansdown,Held By,12,20,W/B,4482
2020/2/7,511,12:24:00 AM,Friday,CNE Loop,Mechanical,9,18,N/B,4446
2020/2/7,301,12:34:00 AM,Friday,Lakeshore and Royal York,Held By,19,29,B/W,4536
2020/2/7,511,1:05:00 AM,Friday,CNE loop,Mechanical,9,18,N/B,4469
2020/2/7,504,1:36:00 AM,Friday,King and Dunn,Held By,43,53,E/B,4565
2020/2/7,509,5:16:00 AM,Friday,Leslie Barns,Mechanical,1,7,W/B,4583
2020/2/7,512,5:25:00 AM,Friday,Leslie Barns,Late Leaving Garage,2,5,W/B,4552
2020/2/7,509,5:26:00 AM,Friday,Leslie Barns,Held By,1,7,W/B,4546
2020/2/7,509,7:48:00 AM,Friday,CNE Loop,Mechanical,6,12,E/B,4509
2020/2/7,501,7:54:00 AM,Friday,River / Queen,Emergency Services,13,19,W/B,4415
2020/2/7,504,8:02:00 AM,Friday,King and River,Investigation,10,15,E/B,4556
2020/2/7,512,9:25:00 AM,Friday,St. Clair and Deer Park,Mechanical,120,124,W/B,4496
2020/2/7,511,9:46:00 AM,Friday,Bathurst and Queen,Emergency Services,7,14,S/B,4531
2020/2/7,505,9:56:00 AM,Friday,Dundas West Station,Mechanical,4,8,E/B,1140
2020/2/7,510,10:42:00 AM,Friday,Spadina and Richmond,Investigation,5,10,N/B,4467
2020/2/7,505,10:45:00 AM,Friday,Broadview Station,Mechanical,4,8,W/B,1020
2020/2/7,506,12:53:00 PM,Friday,Coxwell Gerrard,General Delay,16,24,E/B,4575
2020/2/7,503,1:49:00 PM,Friday,King and York,Mechanical,10,20,E/B,3135
2020/2/7,506,2:04:00 PM,Friday,Carlton and Jarvis,Held By,49,58,B/W,4577
2020/2/7,504,2:13:00 PM,Friday,Broadview stn,Mechanical,6,12,S/B,4421
2020/2/7,501,2:35:00 PM,Friday,Queen/Spadina,Investigation,8,15,B/W,4500
2020/2/7,503,2:47:00 PM,Friday,King and york,Utilized Off Route,10,20,E/B,8577
2020/2/7,511,3:10:00 PM,Friday,Bathurst and Nassau,Investigation,41,48,N/B,4574
2020/2/7,501,4:05:00 PM,Friday,Queen/Parliament,Mechanical,7,14,W/B,4536
2020/2/7,501,4:06:00 PM,Friday,Lakeshore/Burlington,Investigation,27,37,B/W,4443
2020/2/7,504,5:32:00 PM,Friday,Broadview station,Mechanical,6,12,S/B,4582
2020/2/7,505,7:02:00 PM,Friday,Dundas and Wolfrey,Emergency Services,5,10,N/B,1148
2020/2/7,510,7:49:00 PM,Friday,King and Sapdina,Mechanical,5,10,S/B,4587
2020/2/7,501,11:27:00 PM,Friday,Queen and King,Diversion,8,18,E/B,4489
2020/2/7,505,11:29:00 PM,Friday,Broadview Station,Mechanical,7,15,W/B,8517
2020/2/8,504,12:18:00 AM,Saturday,Dufferin and King,Investigation,10,20,E/B,4532
2020/2/8,504,12:43:00 AM,Saturday,Queen and Atlantic,Mechanical,10,20,E/B,4562
2020/2/8,511,12:51:00 AM,Saturday,BATHURST STATION,Mechanical,10,20,N/B,4504
2020/2/8,301,1:30:00 AM,Saturday,Queen and Roncesvalles,Mechanical,10,20,E/B,4452
2020/2/8,304,3:06:00 AM,Saturday,Portland and King,Held By,44,59,B/W,4488
2020/2/8,506,5:42:00 AM,Saturday,Coxwell Loop,Investigation,8,16,E/B,4602
2020/2/8,509,5:44:00 AM,Saturday,Bathurst & Fleet,Overhead - Pantograph,4,1,E/B,4580
2020/2/8,505,5:44:00 AM,Saturday,Broadview Station/Birchmount Garage,Mechanical,10,20,W/B,8574
2020/2/8,506,6:28:00 AM,Saturday,Gerrard Street Jones Avenue,Investigation,8,16,W/B,4596
2020/2/8,504,8:41:00 AM,Saturday,Roncy and  Queen,General Delay,12,20,W/B,4459
2020/2/8,510,8:42:00 AM,Saturday,King and Spadina,Mechanical,7,14,N/B,4578
2020/2/8,505,10:38:00 AM,Saturday,Broadview Station,Mechanical,5,10,N/B,8545
2020/2/8,511,12:23:00 PM,Saturday,Ulster and College,Held By,6,,N/B,4583
2020/2/8,505,1:13:00 PM,Saturday,Jarvis and Dundas,Mechanical,6,12,E/B,1127
2020/2/8,501,2:45:00 PM,Saturday,Queen and Spadina,General Delay,25,32,E/B,4452
2020/2/8,512,2:48:00 PM,Saturday,St. Clair and Lansdown Loop,Mechanical,5,11,E/B,4543
2020/2/8,501,2:57:00 PM,Saturday,Queen and University,Held By,15,22,E/B,4452
2020/2/8,504,3:16:00 PM,Saturday,king /Jefferson,Investigation,5,10,W/B,8207
2020/2/8,501,6:26:00 PM,Saturday,Humber Loop,Mechanical,7,14,E/B,4568
2020/2/8,504,7:18:00 PM,Saturday,Sunnyside Loop,Mechanical,7,14,W/B,4528
2020/2/8,511,7:19:00 PM,Saturday,Front Street,Held By,81,87,B/W,4589
2020/2/8,501,10:44:00 PM,Saturday,Humber Loop,Mechanical,5,10,W/B,4452
2020/2/8,505,10:50:00 PM,Saturday,Broadview STN,Held By,9,18,E/B,1120
2020/2/8,506,11:13:00 PM,Saturday,College and Dundas,Investigation,55,65,E/B,4504
2020/2/8,501,11:53:00 PM,Saturday,Queen and Jameson,Held By,9,19,E/B,4494
2020/2/8,512,11:54:00 PM,Saturday,St. Clair and Northcliffe,Investigation,5,13,W/B,4564
2020/2/9,510,12:39:00 AM,Sunday,QUEENS QUAY AND SPADINA,Mechanical,10,20,S/B,4580
2020/2/9,512,12:43:00 AM,Sunday,gunns loop,Mechanical,9,19,E/B,4472
2020/2/9,304,4:33:00 AM,Sunday,Broadview Station,Investigation,15,25,W/B,4463
2020/2/9,504,4:40:00 AM,Sunday,King and University,Mechanical,5,10,W/B,8596
2020/2/9,504,5:06:00 AM,Sunday,Broadview and Dundas,Investigation,11,26,W/B,4409
2020/2/9,504,6:06:00 AM,Sunday,Roncesvalles and Queen,Mechanical,5,10,E/B,4529
2020/2/9,509,6:14:00 AM,Sunday,CNE Loop,General Delay,23,33,E/B,4428
2020/2/9,504,6:23:00 AM,Sunday,Roncy and  Queen,Investigation,10,20,E/B,4584
2020/2/9,501,8:27:00 AM,Sunday,Neville Loop,Emergency Services,10,20,W/B,4489
2020/2/9,504,8:56:00 AM,Sunday,King an John,General Delay,14,24,E/B,4525
2020/2/9,505,9:52:00 AM,Sunday,Broadview Station,Investigation,6,12,S/B,1202
2020/2/9,510,10:21:00 AM,Sunday,Spadina King,Investigation,4,8,S/B,4530
2020/2/9,504,2:55:00 PM,Sunday,King and Jefferson,Investigation,7,14,W/B,1213
2020/2/9,505,4:23:00 PM,Sunday,Victoria,Mechanical,5,10,E/B,3729
2020/2/9,505,4:54:00 PM,Sunday,Broadview Station,Mechanical,5,10,W/B,3125
2020/2/9,511,5:33:00 PM,Sunday,CNE,Mechanical,7,14,N/B,4506
2020/2/9,504,5:55:00 PM,Sunday,Queen and Roncesvalles,Emergency Services,14,24,S/B,4529
2020/2/9,504,6:20:00 PM,Sunday,Kimng and John,Held By,39,49,W/B,
2020/2/9,501,7:30:00 PM,Sunday,Queen and Carroll St.,Investigation,46,56,W/B,4515
2020/2/9,511,8:22:00 PM,Sunday,CNE,Mechanical,7,14,N/B,4469
2020/2/9,512,8:30:00 PM,Sunday,Gunns Loop,Overhead - Pantograph,99,106,E/B,4514
2020/2/9,506,8:54:00 PM,Sunday,College and Havelock,Investigation,70,78,W/B,4448
2020/2/9,504,9:47:00 PM,Sunday,DUFFERIN AND DAVENPORT,Held By,6,12,S/B,8206
2020/2/9,510,11:40:00 PM,Sunday,QUEENS QUAY LOOP,Mechanical,10,20,S/B,4479
2020/2/9,511,11:45:00 PM,Sunday,Woolsley Loop,Investigation,9,18,N/B,4464
2020/2/9,504,11:48:00 PM,Sunday,DUNDAS WEST STN,Mechanical,10,20,S/B,4585
2020/2/10,511,12:25:00 AM,Monday,Exhibition Loop,Mechanical,10,20,N/B,4426
2020/2/10,301,3:46:00 AM,Monday,Queen abd Roncesvalles,Mechanical,74,80,E/B,4500
2020/2/10,501,5:22:00 AM,Monday,Queen and Roncesvalles,Mechanical,4,0,W/B,4441
2020/2/10,501,8:42:00 AM,Monday,Roncesvalles and Queen,Utilized Off Route,13,20,E/B,8305
2020/2/10,505,12:07:00 PM,Monday,Broadview Station,Mechanical,4,8,E/B,3153
2020/2/10,504,12:13:00 PM,Monday,King and Sudbury,Investigation,5,10,E/B,4470
2020/2/10,511,1:38:00 PM,Monday,Bathurst and Nassau,Held By,21,28,B/W,4534
2020/2/10,503,1:48:00 PM,Monday,King and York,Utilized Off Route,10,20,E/B,8502
2020/2/10,501,1:50:00 PM,Monday,Queen/Parliament,Mechanical,7,14,E/B,4560
2020/2/10,501,2:12:00 PM,Monday,Queen/Greenwood,Mechanical,7,14,E/B,4560
2020/2/10,501,3:24:00 PM,Monday,Queensway/Roncesvalles,Held By,17,24,W/B,4447
2020/2/10,505,4:11:00 PM,Monday,Dundas west station,Mechanical,5,10,E/B,1408
2020/2/10,501,4:56:00 PM,Monday,Queen/Triller,Investigation,7,14,W/B,4565
2020/2/10,511,6:56:00 PM,Monday,Bathurst and College,Held By,19,26,S/B,4423
2020/2/10,505,7:05:00 PM,Monday,Dundas west station,Utilized Off Route,5,10,E/B,8553
2020/2/10,501,7:30:00 PM,Monday,Neville Loop,Investigation,4,11,W/B,4452
2020/2/10,511,10:01:00 PM,Monday,CNE Loop,Investigation,5,10,N/B,4534
2020/2/11,306,1:40:00 AM,Tuesday,Lansdowne Loop,Mechanical,9,18,E/B,4550
2020/2/11,511,6:27:00 AM,Tuesday,Leslie and Queen St E,Late Leaving Garage,8,10,W/B,4526
2020/2/11,504,6:30:00 AM,Tuesday,Leslie St and Queen St E,Held By,7,8,W/B,4492
2020/2/11,509,6:34:00 AM,Tuesday,Leslie St and Queen St E,Held By,3,10,W/B,4453
2020/2/11,504,6:37:00 AM,Tuesday,Erindale and Broadview,Held By,12,19,W/B,4476
2020/2/11,85,7:30:00 AM,Tuesday,Don Mills Station,Mechanical,7,15,E/B,3495
2020/2/11,505,9:17:00 AM,Tuesday,Dundas / Yonge,General Delay,6,10,W/B,8551
2020/2/11,105,10:33:00 AM,Tuesday,Sheppard West Station,Mechanical,16,32,N/B,8187
2020/2/11,505,10:36:00 AM,Tuesday,Dundas West Station,General Delay,3,7,E/B,1028
2020/2/11,505,12:00:00 PM,Tuesday,Dundas West Station,Investigation,4,8,E/B,8551
2020/2/11,505,12:01:00 PM,Tuesday,Dundas / Yonge,General Delay,9,14,W/B,1261
2020/2/11,511,1:12:00 PM,Tuesday,Bathurst / Lennox,Investigation,21,28,S/B,4472
2020/2/11,503,2:00:00 PM,Tuesday,King and York,Utilized Off Route,10,20,E/B,3169
2020/2/11,512,3:31:00 PM,Tuesday,St. Clair and Lansdowne,Investigation,18,18,W/B,4602
2020/2/11,501,4:40:00 PM,Tuesday,Queensway/Roncesvalles,Mechanical,7,21,E/B,8090
2020/2/11,501,4:44:00 PM,Tuesday,Queen/Jones,Investigation,13,20,B/W,4432
2020/2/11,510,6:41:00 PM,Tuesday,Spadina and Dundas,Held By,9,13,S/B,4583
2020/2/11,501,6:41:00 PM,Tuesday,Queen and Clairemont,Investigation,14,0,E/B,8903
2020/2/11,505,7:40:00 PM,Tuesday,Broadview station,Mechanical,5,10,W/B,1038
2020/2/11,506,9:33:00 PM,Tuesday,High Park Loop,Emergency Services,9,18,E/B,4469
2020/2/12,501,12:25:00 AM,Wednesday,Lakeshore and Mimico,Emergency Services,15,25,W/B,4579
2020/2/12,509,5:06:00 AM,Wednesday,Bathurst and Fleet,Late Leaving Garage,6,11,E/B,4496
2020/2/12,506,5:07:00 AM,Wednesday,Coxwell and Lower Gerrard,Late Leaving Garage,6,14,E/B,4580
2020/2/12,512,5:08:00 AM,Wednesday,Bathurst and St.Clair,Late Leaving Garage,5,9,E/B,4592
2020/2/12,506,5:09:00 AM,Wednesday,Coxwell and Lower Gerrard,Late Leaving Garage,4,16,W/B,4470
2020/2/12,506,7:26:00 AM,Wednesday,River and Gerrard,Mechanical,8,15,W/B,4525
2020/2/12,505,9:21:00 AM,Wednesday,Parliament / Dundas,General Delay,7,11,W/B,3114
2020/2/12,506,9:24:00 AM,Wednesday,Gerrard and Carlaw,Investigation,20,28,W/B,4582
2020/2/12,505,10:00:00 AM,Wednesday,Dundas / Sherbourne,Mechanical,4,8,E/B,9211
2020/2/12,505,1:00:00 PM,Wednesday,Dundas / River,General Delay,6,10,E/B,1576
2020/2/12,503,1:49:00 PM,Wednesday,King and York,Utilized Off Route,10,20,E/B,8515
2020/2/12,505,2:11:00 PM,Wednesday,Dundas and Beverily,General Delay,22,27,B/W,3114
2020/2/12,503,2:46:00 PM,Wednesday,king and  york,Utilized Off Route,10,20,E/B,8569
2020/2/12,505,4:16:00 PM,Wednesday,Dundas west station,Investigation,5,10,E/B,1067
2020/2/12,510,5:17:00 PM,Wednesday,Spadina Stn,Mechanical,153,158,N/B,4541
2020/2/12,509,6:03:00 PM,Wednesday,Queens Quay and Spadina,Utilized Off Route,8,16,E/B,4556
2020/2/12,503,7:22:00 PM,Wednesday,King and george,Investigation,10,20,E/B,3147
2020/2/12,504,7:25:00 PM,Wednesday,King/Jarvis,Investigation,24,30,W/B,4522
2020/2/12,501,8:31:00 PM,Wednesday,Lakeshore Ave and 10th St,Held By,29,39,W/B,4554
2020/2/12,511,9:52:00 PM,Wednesday,Fleet Loop,Mechanical,9,18,W/B,4576
2020/2/12,512,10:12:00 PM,Wednesday,St. Clair Station,Emergency Services,31,39,W/B,4466
2020/2/12,506,11:55:00 PM,Wednesday,College and McCaul,Mechanical,1,2,W/B,4571
2020/2/13,506,5:00:00 AM,Thursday,Coxwell and Dundas,Mechanical,11,19,N/B,4464
2020/2/13,512,6:07:00 AM,Thursday,Bathurst and St.Clair,Late Leaving Garage,16,20,W/B,4594
2020/2/13,512,6:09:00 AM,Thursday,Bathurst and St.Clair,Late Leaving Garage,7,10,E/B,4498
2020/2/13,506,6:11:00 AM,Thursday,Coxwell and Lower Gerrard,Late Leaving Garage,5,9,E/B,4410
2020/2/13,506,7:20:00 AM,Thursday,College and Spadina,Utilized Off Route,8,16,W/B,4602
2020/2/13,504,7:53:00 AM,Thursday,Roncesvalles & The Queensway,Late Leaving Garage,13,17,W/B,4568
2020/2/13,506,8:22:00 AM,Thursday,Main Stationf,Utilized Off Route,4,7,E/B,9223
2020/2/13,506,8:31:00 AM,Thursday,Gerrard and Jones,Utilized Off Route,8,0,E/B,1056
2020/2/13,506,9:03:00 AM,Thursday,College and Sherbourne,Utilized Off Route,8,23,E/B,1011
2020/2/13,506,9:17:00 AM,Thursday,Gerrard and Broadview,Utilized Off Route,8,0,E/B,1357
2020/2/13,509,9:31:00 AM,Thursday,Lower Simcoe / Queens Quay,Emergency Services,21,28,W/B,4479
2020/2/13,501,9:33:00 AM,Thursday,Queen and Claremont,General Delay,14,20,E/B,4551
2020/2/13,506,9:47:00 AM,Thursday,Carlton and Parliament,General Delay,15,23,E/B,4543
2020/2/13,505,9:54:00 AM,Thursday,Yonge / Dundas,General Delay,6,10,E/B,1130
2020/2/13,505,10:17:00 AM,Thursday,Braodview Station,Mechanical,4,8,W/B,1131
2020/2/13,501,10:26:00 AM,Thursday,Scarboro Beach and Queen,Mechanical,8,15,E/B,4439
2020/2/13,503,10:32:00 AM,Thursday,King / Sumach,Investigation,10,20,W/B,3126
2020/2/13,512,12:45:00 PM,Thursday,Landsdowne Loop,General Delay,4,8,W/B,4574
2020/2/13,504,2:51:00 PM,Thursday,Roncesvalles yard,Mechanical,6,12,N/B,4475
2020/2/13,512,3:35:00 PM,Thursday,St.Clair and Forest Hill,Investigation,36,41,E/B,4493
2020/2/13,510,3:55:00 PM,Thursday,King and Spadina,Held By,3,6,N/B,4489
2020/2/13,503,4:43:00 PM,Thursday,Bingham loop,Mechanical,10,20,W/B,9223
2020/2/13,504,4:54:00 PM,Thursday,King/Spadina,Mechanical,6,12,W/B,4475
2020/2/13,505,4:55:00 PM,Thursday,Dundas and University,Mechanical,5,10,W/B,8405
2020/2/13,505,9:05:00 PM,Thursday,Broadview station,Emergency Services,5,10,W/B,1359
2020/2/13,506,9:52:00 PM,Thursday,College and Duferin,Held By,13,21,W/B,4486
2020/2/14,506,1:28:00 AM,Friday,College St West  Bay St,General Delay,10,20,B/W,4596
2020/2/14,501,6:20:00 AM,Friday,Parliament / Queen,Held By,12,19,W/B,4525
2020/2/14,512,6:20:00 AM,Friday,Parliament and Queen,Investigation,4,8,W/B,4468
2020/2/14,501,7:19:00 AM,Friday,Beverly / Queen,Mechanical,7,14,E/B,4579
2020/2/14,512,7:19:00 AM,Friday,Gunns Loop,Mechanical,4,8,E/B,4445
2020/2/14,501,7:21:00 AM,Friday,Roncevalles / Queen,Mechanical,7,14,E/B,4525
2020/2/14,506,7:25:00 AM,Friday,Landowne Loop,Mechanical,8,16,E/B,4421
2020/2/14,505,7:56:00 AM,Friday,Mt. Dennis Garage,Late Leaving Garage,4,8,W/B,1148
2020/2/14,504,9:17:00 AM,Friday,Roncy and Garden,Mechanical,5,10,W/B,4531
2020/2/14,504,9:41:00 AM,Friday,King and Sherbourne,Investigation,5,10,W/B,4452
2020/2/14,501,10:15:00 AM,Friday,Leslie / Queen,Mechanical,7,14,E/B,4565
2020/2/14,505,10:42:00 AM,Friday,Brroadview Station,Mechanical,4,8,E/B,3146
2020/2/14,509,11:00:00 AM,Friday,QueensQuay and York,Held By,21,28,E/B,4571
2020/2/14,510,11:00:00 AM,Friday,QueensQuay and York,Held By,21,31,W/B,4602
2020/2/14,505,11:46:00 AM,Friday,Dundas /Broadview,General Delay,5,9,W/B,1024
2020/2/14,505,1:42:00 PM,Friday,Dundas and lansdowne,Mechanical,5,10,W/B,1003
2020/2/14,503,1:46:00 PM,Friday,King And York,Utilized Off Route,10,20,E/B,3120
2020/2/14,511,2:13:00 PM,Friday,Bathurst and King,Mechanical,7,14,N/B,4522
2020/2/14,504,2:28:00 PM,Friday,Roncesvalles yard,Mechanical,27,6,E/B,4458
2020/2/14,505,3:18:00 PM,Friday,Broadview and Gerrard,Mechanical,5,10,E/B,3114
2020/2/14,505,3:37:00 PM,Friday,St.clair and Keele,Investigation,1,1,S/B,8134
2020/2/14,510,3:55:00 PM,Friday,King and Spadina,Held By,3,6,N/B,4468
2020/2/14,504,4:24:00 PM,Friday,Roncesvalles/Howrd park,Investigation,1,1,N/B,4567
2020/2/14,76,4:40:00 PM,Friday,Royal York ans Albani. St,Investigation,5,10,S/B,7912
2020/2/14,505,4:58:00 PM,Friday,Yonge and Dundas,Held By,78,82,B/W,1148
2020/2/14,501,5:56:00 PM,Friday,Queen/Dufferin,Investigation,7,14,W/B,4546
2020/2/14,505,6:40:00 PM,Friday,Dundas west station,Investigation,5,10,E/B,1119
2020/2/14,512,7:57:00 PM,Friday,St. Clair and Earlscourt,Investigation,63,70,E/B,4489
2020/2/14,504,9:22:00 PM,Friday,Distillery Loop,Mechanical,8,16,W/B,4458
2020/2/14,501,10:03:00 PM,Friday,HUMBER LOOP,Mechanical,11,22,W/B,4551
2020/2/14,501,10:35:00 PM,Friday,HUMBER LOOP,Mechanical,5,10,E/B,4476
2020/2/14,505,11:15:00 PM,Friday,Dundas and Chestnut,Mechanical,8,16,E/B,8553
2020/2/14,501,11:50:00 PM,Friday,Roncesvalles Division,Investigation,6,12,E/B,4500
2020/2/15,510,1:02:00 AM,Saturday,Queen's Quay and York,Investigation,24,35,W/B,4519
2020/2/15,504,1:41:00 AM,Saturday,CNE Loop,Mechanical,10,20,E/B,4416
2020/2/15,512,5:06:00 AM,Saturday,Leslie Barns,Late Leaving Garage,5,1,W/B,4591
2020/2/15,510,5:06:00 AM,Saturday,Leslie Barns,Overhead - Pantograph,8,16,W/B,4496
2020/2/15,506,5:10:00 AM,Saturday,,Late Leaving Garage,4,8,W/B,4511
2020/2/15,509,5:11:00 AM,Saturday,Leslie Barns,Late Leaving Garage,5,1,W/B,4464
2020/2/15,501,5:40:00 AM,Saturday,Queen & Leslie,Held By,18,27,W/B,4544
2020/2/15,506,8:29:00 AM,Saturday,Howard Park Indian Rd,Held By,55,63,W/B,4435
2020/2/15,501,10:51:00 AM,Saturday,,Mechanical,3,0,W/B,4494
2020/2/15,505,11:28:00 AM,Saturday,MT.Dennis Garage,Mechanical,4,8,E/B,3733
2020/2/15,509,11:50:00 AM,Saturday,Fleet Bathurst,Investigation,11,14,W/B,4587
2020/2/15,509,12:02:00 PM,Saturday,Leslie Brans,Late Leaving Garage,16,24,W/B,4484
2020/2/15,512,4:04:00 PM,Saturday,Gunns Loop,Overhead - Pantograph,7,14,E/B,4553
2020/2/15,501,5:53:00 PM,Saturday,Queen and Jarvis,Investigation,87,93,W/B,4500
2020/2/15,504,7:37:00 PM,Saturday,King and Spadina,Held By,9,8,E/B,4400
2020/2/15,501,9:20:00 PM,Saturday,QUEEN AND LANSDOWNE,Mechanical,10,20,E/B,4594
2020/2/15,511,9:32:00 PM,Saturday,CNE Loop,Mechanical,9,18,N/B,4433
2020/2/15,505,9:33:00 PM,Saturday,DUNDAS WEST STATION,Mechanical,5,10,E/B,1266
2020/2/15,504,10:54:00 PM,Saturday,King and Trinity,Investigation,8,16,W/B,4451
2020/2/15,509,11:05:00 PM,Saturday,CNE Loop,Mechanical,9,18,W/B,4484
2020/2/16,509,12:25:00 AM,Sunday,CNE Loop,Mechanical,9,18,E/B,4484
2020/2/16,512,12:39:00 AM,Sunday,Gunns Loop,Mechanical,9,18,E/B,4543
2020/2/16,506,12:43:00 AM,Sunday,Main STN,Mechanical,10,20,W/B,4452
2020/2/16,509,1:03:00 AM,Sunday,Union Tunnel,Held By,23,32,W/B,4464
2020/2/16,304,4:15:00 AM,Sunday,Broadview Station,Mechanical,15,30,W/B,4580
2020/2/16,301,5:41:00 AM,Sunday,Neville park loop,Mechanical,10,20,W/B,4509
2020/2/16,505,8:36:00 AM,Sunday,Dundas and Ossington,Utilized Off Route,6,12,E/B,1349
2020/2/16,504,10:26:00 AM,Sunday,King and Shaw Street,Mechanical,1,1,E/B,4569
2020/2/16,501,11:08:00 AM,Sunday,Lakeshore/15th street,Investigation,5,10,E/B,8461
2020/2/16,501,11:22:00 AM,Sunday,Queen/Gladstone,Mechanical,4,5,W/B,4538
2020/2/16,505,1:32:00 PM,Sunday,Dundas and McCaul,Mechanical,5,10,W/B,9229
2020/2/16,505,2:29:00 PM,Sunday,DUNDAS AND YONGE,Held By,6,12,B/W,1118
2020/2/16,501,3:08:00 PM,Sunday,Queen / Augusta,Emergency Services,4,8,E/B,4539
2020/2/16,501,3:28:00 PM,Sunday,Queen / Spadina,Held By,5,9,W/B,4459
2020/2/16,505,3:45:00 PM,Sunday,Dundas and spadina,Held By,19,25,E/B,3134
2020/2/16,511,4:24:00 PM,Sunday,Bathurst and lakeshore,Investigation,7,14,S/B,4512
2020/2/16,511,5:05:00 PM,Sunday,Bathurst station,Mechanical,7,14,S/B,4445
2020/2/16,512,6:14:00 PM,Sunday,St. Clair and Old Weston Road,General Delay,8,6,W/B,4603
2020/2/17,504,4:39:00 AM,Monday,Leslie St and Queen St E,Late Leaving Garage,6,14,W/B,4519
2020/2/17,504,4:39:00 AM,Monday,Leslie St and Queen St E,Held By,6,10,W/B,4602
2020/2/17,505,5:53:00 AM,Monday,Broadview Station,Investigation,10,20,S/B,3137
2020/2/17,505,11:48:00 AM,Monday,Broadview Station,Mechanical,5,11,S/B,3134
2020/2/17,501,1:25:00 PM,Monday,Neville park,Emergency Services,13,19,E/B,4594
2020/2/17,511,3:12:00 PM,Monday,Bathurst and Bloor,Diversion,18,23,N/B,4588
2020/2/17,506,4:35:00 PM,Monday,College and Bay,Held By,31,40,W/B,4558
2020/2/17,512,6:29:00 PM,Monday,St. C;air and Arlington,Overhead - Pantograph,10,20,W/B,4444
2020/2/17,501,8:03:00 PM,Monday,29 th / Lakeshore,Held By,7,14,E/B,4518
2020/2/17,501,9:03:00 PM,Monday,KIPLING LOOP,Utilized Off Route,5,10,E/B,1126
2020/2/17,510,9:39:00 PM,Monday,Spadina Station,Mechanical,4,8,E/B,4536
2020/2/18,501,12:50:00 AM,Tuesday,QUEEN AND CAROLL,Held By,26,36,W/B,4497
2020/2/18,501,12:50:00 AM,Tuesday,QUEEN AND CAROLL,Held By,26,36,W/B,4497
2020/2/18,301,1:02:00 AM,Tuesday,QUEEN AND BROADVIEW,Mechanical,25,35,E/B,4465
2020/2/18,304,2:13:00 AM,Tuesday,Paliament & Gerrard,Emergency Services,1,1,E/B,4468
2020/2/18,511,5:15:00 AM,Tuesday,King and Trinity,Investigation,55,65,W/B,4411
2020/2/18,504,5:18:00 AM,Tuesday,King and Parliament,General Delay,8,18,E/B,4477
2020/2/18,501,5:24:00 AM,Tuesday,Queensway and Roncesvalles,Mechanical,6,0,W/B,4462
2020/2/18,504,5:45:00 AM,Tuesday,Roncesvalles and Queen St. W.,Held By,7,0,E/B,4582
2020/2/18,501,5:45:00 AM,Tuesday,Queensway and Roncesvalles,Held By,6,0,W/B,4456
2020/2/18,504,5:46:00 AM,Tuesday,Roncesvalles and Queen,Held By,7,14,E/B,4474
2020/2/18,504,5:48:00 AM,Tuesday,Roncesvalles and Queen,Held By,7,0,N/B,4432
2020/2/18,512,5:50:00 AM,Tuesday,St Clair/bathurst,Held By,6,11,W/B,4467
2020/2/18,504,5:52:00 AM,Tuesday,Roncesvalles and Queen,Held By,5,0,E/B,4429
2020/2/18,504,5:55:00 AM,Tuesday,Roncesvalles and Queen,Held By,4,0,E/B,4567
2020/2/18,504,5:56:00 AM,Tuesday,Roncesvalles and Queen,Held By,4,0,E/B,4455
2020/2/18,505,6:45:00 AM,Tuesday,Broadvieww Station,Emergency Services,4,8,W/B,8473
2020/2/18,506,6:45:00 AM,Tuesday,Gerrard Coxwell16,Investigation,8,16,E/B,4436
